,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang
10893,1112193,80141803,2016-06-16,40218390,Lucie, Super accueil par Steve chambre tr s spacieuse proche du m tro 5 10 min pied t Steve a vraiment t accueillant et de bon conseil Nous n h siterons pas revenir si nous sommes nouveau de passage Boston ,fr
10904,1112193,87127347,2016-07-18,77772392,Elise, Nous n avons jamais rencontr notre h te alors qu il nous avait dit qu il serait pr sent Il n habite pas dans le logement qu il loue notre arriv e nous ne savions pas comment entrer dans le logement pas de r ponse la porte ni au t l phone et aucune consigne ou r ponse par courriel Nous avons fini par trouver les cl s dans la bo te aux lettres et nous avons d appeler Steve 22 fois avant qu il nous r ponde car il n y avait pas de chambre avec 2 lits contrairement ce qui tait indiqu sur l annonce ,fr
10912,1112193,93177649,2016-08-11,82833989,Natacha, un tr s beau s jour chez Steve la r sidence est tout pr s du m tro et de l picerie et quelques commerces Tout est notre disposition pour passer un bon s jour,fr
10914,1112193,93961824,2016-08-14,4243258,Quentin, Nous avons pass un agr able s jour chez Steve La chambre est agr able et calme De plus le lit est tr s confortable Nous n avons ps rencontr Steve mais il a fait en sorte de faciliter au maximum notre arriv e ,fr
10916,1112193,95581530,2016-08-20,65492034,Melina," Steve nos recibi con toda amabilidad Su casa es grande y confortable l nos brind toda la informaci n necesaria Tiene buena cocina y adem s lavarropa y secarropa Super recomendable ,  ,  , ",es
10964,994138,18668716,2014-08-30,19165778,Fabian," Sehr gute Unterkunft die in einer ruhigen Seitenstra e liegt Eine vielzahl von Shops Bars und Restaurants sind nur ein bis zwei Stra en weiter ebenso die Bushaltestellen , Die R ume sind im Keller denn man dann ganz f r sich hat Alles ist sehr sauber und neu Im Schlafzimmer ist Platz f r 2 Personen weitere Personen schlafen auf dem gro en Sofa , Andrew und Katie sind obwohl wir sie nicht sehr oft zu Gesicht bekommen haben was aber an uns lag wirklich sehr freundlich und hilfsbereit Bei Anreise liegt eine kleine Zusammenfassung bereit die das Wichtigste und auch ein paar gute Tipps enth lt ,  , Danke f r den angenehmen Aufenthalt , ",de
10978,994138,31425618,2015-05-05,26650108,Eliana, Muy agradable estancia la recomendamos ampliamente Esta cerca del Centro de Convenciones muy practico para congresistas en una zona segura limpia con un matrimonio joven educados y hospitalarios Como somos deportistas nos gusta caminar aproximadamente 25 min sin problema,es
11029,6728273,46894484,2015-09-14,20887510,Mélanie," Nous avons beaucoup appr ci cet appartement situ pr s de l Universit Harvard Le quartier est tranquille et s curitaire L appartement tait tr s propre confortable et r pondait nos besoins et attentes ,  , Nous avons beaucoup appr ci notre s jour et nous recommandons l appartement de Katia Nous en garderons de bons souvenirs ",fr
11034,6728273,51431891,2015-10-20,20194817,Dominique," Hello , Nous n avons pas eu l occasion de rencontrer Katia mais elle a su nous renseigner tr s rapidement par mail ou SMS L appartement correspond la description Il est spacieux et tr s propre dans un quartier r sidentiel et calme Il est situ 15 20 mn du m tro pied 15 mn de Packards corner station green line B et 20 mn de Havard station red line Pratique pour la visite pied de Boston Cambridge Havard ,  , Hi , Hello we didn t meet Katia but she was able to answer us by SMS or E mail The appartment is spacious for 4 persons and very clean in a quiet residential near metro stations 15 mn from Packards corner station green line B or 20 mn from Havard station red line So convenient for visiting Boston by foot , ",fr
11044,14426124,98970507,2016-09-02,84846754,Lisa, Phil war ein toller Gastgeber Sein Apartment ist ganz toll eingerichtet es fehlt an nichts und alles war so liebevoll f r uns vorbereitet Die Lage ist ebenfalls super Direkt am Strand und die Innenstadt erreicht man auch ganz schnell Die Bilder im Netz stimmen exakt mit der Realit t berein Jederzeit wieder ,de
11050,4279959,22633233,2014-11-10,20669781,Jana," Wir hatte eine fantastische zeit in Boston in Adelines Appartement Wir wurden sehr lieb willkommen gehei en uns Tipps gegeben was wir uns anschauen k nnen und einen Reisef hrer geliehen Alles hat perfekt geklappt und die Wohnung war sauber und gem tlich Au erdem hat uns Adline sogar Handt cher zur verf gung gestellt Und nicht zu vergessen nat rlich auch die rooftop terrace mit Blick auf die Skyline und die tolle Lage direkt im Stadtzentrum , Also ich kann Adelines Wohnung wirklich nur empfehlen ",de
11082,750438,12080400,2014-04-22,13687231,Klaus," Es war eine sehr gute Entscheidung unsere Woche in Boston hier zu verbringen Lisa und John waren wundervolle Gastgeber immer hilfreich wenn es um Tipps f r die Ausfl ge ging und angenehm zur ckhaltend wenn man seine Ruhe wollte Ein zwar kleines G stezimmer aber daf r viel Bewegungsfreiheit im ger umigen Haus eigener K hlschrank eigener TV nette Begr ungsgaben schnelles und zuverl ssiges Internet absolut nichts fehlte Darum 5 Sterne und eine vorbehaltlose Empfehlung , Absolutely wonderful experience Thank you Lisa and John ",de
11093,750438,17863145,2014-08-18,398180,Mélissa Et Damien, Notre s jour a JP a t tr s agr able lisa est une h te accueillante et attentive sa maison est tr s belle avec son jardin et sa grande cuisine la rue est calme et toute l activit de JP est a 5 minutes a pied Le m tro ligne orange est a 10 mn ce qui permet d tre dans le centre en 30 mn On a ador boston ,fr
11122,750438,37183596,2015-07-05,34670692,Martin, Die Unterkunft bei Lisa ist besonders f r jene zu empfehlen die es gerne etwas ruhiger haben wollen Lisa s Haus findet sich in einem ruhigen Vorort von Boston mit sehr netter Nachbarschaft wodurch man sehr schnell authentisches Bostoner Wohnen sp rbar wird Die Innenstadt von Boston ist sehr einfach ber die Subway Line Orange erreichbar Das Haus von Lisa ist klein aber fein sehr liebevoll eingerichtet wodurch man sich gleich wohlf hlt Besonders nett waren die Gespr che mit Lisa bei einem Fr hst ckskaffee wo sie uns vieles ber und rund um Boston aber auch die USA berichten konnte Vor allem aber haben wir auch ihre beiden zutraulichen Hauskatzen sehr schnell in unser Herz geschlossen Alles war sehr sauber der Umgang miteinander war sehr offen und unkompliziert Wir haben uns rundum wohl gef hlt und kommen bei Gelegenheit gerne wieder mal zur ck ,de
11165,750438,95983633,2016-08-21,82046527,Ida, Lisa og John er super s de og har gjort opholdet meget nemt og hyggeligt Omr det er rigtig fint og det er nemt at komme ind til downtown ,da
11172,3344322,19221515,2014-09-08,20130617,Ana Maria," La casa es tranquila y acogedora y la anfitriona fue muy amable y gentil , La estadia fue muy agradable y espero poder ir de nuevo a la casa de Jessica",es
11195,3344322,87287050,2016-07-19,52501270,Mia, Vi havde nogle rigtig gode dage hos Jessica Huset l i perfekt afsted til tog og i et hyggeligt kvarter Jessica var hj lpsom og s d,da
11207,10299047,81775880,2016-06-25,52419225,Aurélie," L appartement de Brian est beau lumineux et spacieux et aussi bien quip machine laver clim C est un h te tr s r actif , Contrairement aux autres airbnb que j ai pu faire on est vraiment chez lui l ses affaires etc Pas de souci",fr
11268,4909590,43474726,2015-08-20,26864481,Valentina," Victor ci ha accolte con estrema gentilezza e calore si reso disponibile ad accoglierci al nostro orario di arrivo nonostante fosse diverso da quello di check in , Durante il nostro incontro ci ha illustrato l appartamento e soprattutto si reso totalmente disponibile per qualunque nostra necessit stato subito evidente quanto Victor sia una persona simpatica e gentilissima , L appartamento pulito ed estremamente comodo e funzionale al suo interno c tutto il necessario per vivere un ottimo soggiorno Ho apprezzato moltissimo i fogli plastificati appesi sopra il televisore contenenti numeri informazioni necessarie a qualunque nostra necessit Oltre a ci Victor ci ha fatto trovare il necessario per fare colazione ci ha chiesto via mail cosa preferissimo davvero carino ed anche acqua ed alcolici nel frigo , La zona tranquilla e ricca di ristoranti e bar e di fronte casa ferma la metro verde che passa frequentemente , Suggerisco assolutamente questa location per chiunque voglia passare qualche fantastica giornata a Boston e se dovessi tornare nuovamente in questa citt sicuramente tornerei da Victor ",it
11285,4909590,52249196,2015-10-27,45093548,Marie-Hélène, Chouette petit studio 2 pas du train Facile de se stationner dans les rues avoisinantes sans se casser la t te et de profiter du transport en commun En plus Victor nous avait laisser de la bi re au frigo et du caf pour le matin ,fr
11317,4909590,78215222,2016-06-05,29140209,Serena," Victor stato gentilissimo e premuroso Il suo appartamento carino e pulito e per di pi in ottima posizione per visitare Boston la metro passa proprio davanti e c un bus diretto per Harvard Il quartiere tranquillo dispone di bar e supermercati , E disponibile anche un cucinino per piccoli pasti non manca niente Bellissime le foto appese ai muri ci si perde a guardarle ",it
11320,4909590,80441107,2016-06-18,74393729,Qiong, Convenient studio ,it
11321,4909590,81740129,2016-06-24,49553005,Edouard," L appart de VJ est id al pour visiter la ville c est tr s propre il y a tout ce qui faut et bien situ commerces restos et transports en commun ,  , VJ est un h te tr s attentionn c est appr ciable de trouver un appart climatis de l eau et autres boissons au frais et des choses grignoter , L entr e et la sortie de l appart se sont bien pass es VJ est tr s arrangeant , Je recommande chaudement cet appart et garde l adresse sous le coude au cas o ",fr
11328,4909590,89034504,2016-07-26,77280294,Jill," Victor ,  checkin ,  ,  ,  ,  ,  ,  ,  downtown ,  green line ,  ",ko
11352,4275846,39515211,2015-07-24,26642463,Liliana, Ahmed y Eddy siempre muy amables la ubicaci n del estudio es ideal El aire acondicionado funcionaba a la perfecci n no el control de la TV pero ese no fue problema para mi El WiFi tambi n funcionaba de manera correcta la cocina perfectamente equipada y funcionando aunque no utilic la estufa Pero algunos los comentarios de otros usuarios resultaron ciertos por ejemplo agujeros en las ventanas Ahmed coment que los reparar Otra observaci n que tengo y que no vi que la hiciera ning n otro usuario es que el edificio a pesar de ser de No Fumar ol a fuertemente a cigarro en ocasiones lo malo es que ese olor a cigarro no era solamente en las reas comunes dentro del estudio tambi n llegaba a haber ese FUERTE olor a cigarro sobre todo por las ma anas y algunas veces por las tardes ojo nadie afuera en la calle estaba fumando en esos momentos Sobre aviso no hay enga o efectivamente el lugar resulta muy ruidoso durante el fin de semana y entre semana tambi n por el ruido de la calle por lo que creo que ser a conveniente que sustituyeran las ventanas por algunas que sean aislantes a parte de que sellen los agujeros que ya coment En fin hice mis dem s comentarios y propuestas de mejora puertas y cortinas a Ahmed espero que las tome en cuenta por el bien de la reputaci n de este lugar que como dije arriba cuanta con una muy buena ubicaci n CONCLUSI N si detestas el cigarro o te produce alergia como a mi definitivamente busca otro lugar porque de aqu por lo menos en el corto plazo no creo que se puedan librar de ese problema ,es
11372,4275846,70205263,2016-04-17,36332328,Christian," Der Check in verlief reibungslos und ohne Probleme Die Lage der Wohnung ist absolut zentral Fantastisch Bars Cafes Restaurants U Bahn etc ist in 5 Minuten Fu weg zu erreichen , Das Apartment selbst ist exakt wie auf den Fotos beschrieben Wenn man nicht gerade das Ritz Carlton erwartet wird man nicht negativ berrascht werden Ger uschempfindliche Menschen k nnten sich von der hellh rigen Wohnung eventuell gest rt f hlen Da ich au erhalb meiner Wohnung immer mit Ohrenst pseln schlafe ist dies f r mich nicht relevant gewesen , ",de
11376,4275846,73397116,2016-05-08,53456192,Titi, Excelente ubicaci n Restaurantes cerca Equipado con todo Comodo Dif cil subir tres pisos con tantas maletas pero es algo de esperarse en edificios viejos ,es
11438,205894,1041054,2012-03-25,1892228,Pascal, hotesse charmante belle maison victorienne desserte metro red line tres proche et pratique ,fr
11440,205894,1117316,2012-04-12,1990891,Celine, Hermina est une h tesse parfaite Tr s gentille et pleine de bons conseils Maison tr s belle et tr s proche du m tro parfait pour un weekend d couverte ,fr
11462,205894,6698966,2013-08-21,6199661,Martin," The room was very comfortable big and clean like the pictures I don t saw Hermina but she look like very friendly in her mail The house was clean but the bathroom was nt like on the pictures I spent great moments in Hermina s room , , La chambre tait tr s confortable grande et propre comme sur les photos Je n ai pas vu Hermina mais elle paraissait tr s sympa dans ses mails La maison etait propre mais la salle de bain n tait pas la m me que sur les photos J ai passer un agr able moment chez Hermina",fr
11493,205894,18201523,2014-08-23,19732514,Charlotte," Jolie maison chambre et salle de bain propres , Bonne localisation juste c t d une station de m tro Je recommande cet endroit charmant ",fr
11510,205894,29795367,2015-04-12,3087857,Martina, Hermina non era in casa ma ci ha fornito informazioni precisissime e dettagliatissime su come arrivare come accedere e come sistemarci La casa funge un po da ostello essendoci diverse camere adibite agli ospiti Rispetto ad un ostello per tenuta pulitissima o ordinata le camere sono belle i letti comodissimi la casa ben arredata e a disposizione degli ospiti ci sono anche le cose essenziali per la colazione La metro davvero a pochi minuti e in poche fermate si arriva in centro a Boston il quartiere ben fornito di tutti i servizi e molto sicuro In generale un esperienza che consiglierei e sicuramente ripeterei ,it
11519,205894,39832339,2015-07-26,38151474,Léonard, Nous avons eu un s jour tr s agr able dans cette tr s belle maison Bien plac e 2 pas de la station de m tro pour rejoindre le centre de Boston et aussi tr s proche de l interstate Nous vous la recommandons chaudement ,fr
11523,205894,45622256,2015-09-04,42194484,Roberta, Herminia una persona accogliente stupenda e disponibile la sua casa pulita grande e lei mette ha disposizione tutto ci che ha in cucina La colazione buona ,it
11532,205894,51286267,2015-10-19,3357543,Luca," Hermina non era presente in casa ma ci ha lasciato indicazioni molto dettagliate per poter accedere e soggiornare senza problemi , Si dimostrata molto disponibile e rapida nel soddisfare le nostre richieste via email e sms , La casa molto ben tenuta una sorta di ostello con 5 6 camere e 2 bagni in comune buona la pulizia , Abbiamo trovato per la nostra camera un po troppo fredda senza la possibilit di poterla riscaldare adeguatamente ,  , La vicinanza con la metro 3 minuti a piedi la rende molto comoda per raggiungere il centro di Boston in circa 20 minuti ,  , Unico neo a mio avviso il quartiere Dorchester che pur se descritto come sicuro a noi non lo sembrato affatto cosa poi confermata facendo qualche ricerca online diversi i reati gravi in zona Entrambe le sere siamo dovuti rientrare a passo svelto a causa delle persone non rassicuranti ferme alla stazione della metro e lungo strada , Questo ci ha impedito di godere appieno del soggiorno non sentendoci di fatto molto al sicuro al rientro la sera ,  , In definitva un ottimo alloggio in una zona per non eccelsa ",it
11533,205894,52352409,2015-10-28,46310845,Jan," Das Haus ist gut ausgestattet die Vermietung der Zimmer ist gut durchorganisiert An den wichtigen Stellen finden sich Zettel mit Hinweisen fuer Uebernachtungsgaeste Insgesamt werden 5 Zimmer vermietet Der Kuehlschrank und Kuechengeraete koennen verwendet werden ,  , Beim beschriebenen kostenlosen Parkplatz ist zu beachten dass montags jeweils auf einer Strassenseite Parkverbot herrscht auf der anderen konnten wir uns am Sonntagabend mit Glueck den letzten Parkplatz sichern ,  , Hermina haben wir nicht persoenlich getroffen sie hat sich aber aeusserst engagiert um uns ueber die Nachrichten Funktion gekuemmert ,  , Die Polizeiwache direkt nebenan hat uns nachts nicht gestoert Das Haus liegt sehr nah an der U Bahn und an Einkaufsmoeglichkeiten Allerdings ist es eine Gegend in der wir uns nicht so recht wohl und sicher gefuehlt haben ",de
11568,5783197,40378207,2015-07-30,38235046,Franca Maria, Lisa ci ha gentilmente accolto al nostro arrivo la casa e molto carina confortevole e pulita il quartiere e molto elegante e abbastanza centrale ben collegato con la metropolitana e vicino a simpatici locali dove prendere un aperitivo,it
11578,5783197,55450747,2015-12-01,47992344,Cabieses, Nos encant quedarnos en la propiedad de Lisa Est en una calle tranquila muy bien amoblada es confortable y muy limpia Queda a pocas cuadras de la estaci n del subterr neo o del centro comercial Lisa respond a nuestras preguntas r pidamente via msg La pasamos realmente bien ,es
11587,5783197,82670577,2016-06-28,29748536,Patrick, Tr s bon logement Cuisine superbe Salle de bain magnifique Literie confortable a l exception du lit gonflable peu confortable Appartement tres bien situ proche de Copley Tr s calme et confortable Lisa vous laissera quelques provisions de quoi vous r galer Petit b mol trouver une place de parking n est pas facile mais c est pareil dans tout boston ,fr
11624,28150,2474044,2012-10-01,26541,Mario, Tr s bien situ pr s de tous les services et moins de 20 minutes de marche de tout Mus e des Sciences Quincy Market Aquarium deux pas des parcs Boston Common du m tro et de la Newburystreet parfait pour le magasinage Appartement correct et complet qui demande un peu de rafraichissement peinture portes qui coincent petits d tails qui n enl vent rien au reste et nous permettant 4R d tre confortable pour deux couples mezzanine id al pour les enfants avec chelle pour l atteindre Bref un bel appart tr s tr s bien situ pour ceux qui veulent d couvrir Boston pied,fr
11659,10964552,74480088,2016-05-15,8658682,Luciana," Nossa estadia na casa da Erin foi legal e sua casa tima A comunica o com ela foi sempre r pida e nos recebeu muito bem , O bairro residencial bastante agrad vel seguro e estacionamos nosso carro em frente a casa Erin e seus gatinhos foram muito carinhosos e gostamos muito de nossa estadia Voltaremos em uma pr xima oportunidade ",pt
11664,10964552,78643231,2016-06-08,33280990,Xu, Erin is SUPERB ,de
11683,10964552,89477430,2016-07-28,25699019,Ana, Erin fue una super host con nosotras Nuestra visita fue muy rapida y no pudimos hablar mucho pero la comunicacion por textos simpre fue excelente Thanks erin ,es
11689,10964552,94735144,2016-08-16,60706926,Kristina, Nach telefonischer Absprache mit Erin konnten wir Dank ihrer genauen Beschreibung problemlos ins Haus und unser Zimmer gelangen Die Unterkunft entspricht exakt der Beschreibung und ist sehr sauber und bequem Erins Haus liegt am Ende einer Stra e in einer sehr ruhigen Gegend Unsere Gastgeberin war ausgesprochen freundlich und zuvorkommend auch gab sie uns gute Tipps f r unsere Ausfl ge in und um Boston ,de
11691,8981656,52284801,2015-10-27,46505725,Humberto, El barrio es muy bonito y muy tranquilo esta muy bien ubicado cerca hay tiendas para comprar todo lo necesario y el paseo alrededor del lago es muy tranquilo y esta muy cerca el anfitri n fue muy amable y siempre estuvo muy dispuesto a colaborar en lo que necesit ramos y los desayunos son fant sticos Es muy c modo que la habitaci n es muy privada y tiene ba o privado lavadora y secadora El hospedaje es totalmente recomendado ,es
11730,5371051,68503673,2016-04-05,20239949,Myriam, Bernard a t tr s accueillant et compr hensif Je voyageais avec mon mari et mon b b J ai d quitter au bout d une nuit puisqu avec tout le bruit alarme de pompier police etc mon b b tait incapable de dormir 3 des mes amies sont venues prendre ma place afin de ne pas perdre ma r servation et Bernard a t tr s compr hensif L appartement est tel qu indique ,fr
11743,5371051,83775465,2016-07-04,73346170,Élise, L appartement de Bernard a t l endroit parfait pour se reposer mes amis et moi apr s une longue journ e de visite de Boston Nous n avons pas eu la chance de nous rencontrer mais toutes les indications ont rendu notre arriv e tr s facile Les lits taient confortables l appartement tr s propre chaleureux tr s bien quip et tr s tranquille malgr les festivit s du 4 juillet Merci de nous avoir accueillis ,fr
11747,5371051,92993566,2016-08-11,73271696,Lin,  ,ko
11749,5371051,99339183,2016-09-04,91322369,Jason, good place,hr
11771,13698137,95641632,2016-08-20,57375570,Rosana, A estadia no espa o de Paul foi muito agrad vel Ele nos recebeu mostrou sua casa e fez com que nos sent ssemos em casa Quarto arrumado e limpo Os outros h spedes de Paul tamb m eram muito simp ticos A casa perto de mercado farm cia e esta o de metro e localizada em um bairro tranquilo Se eu voltar um dia a Boston eu voltaria na casa de Paul ,pt
11811,5743939,91475339,2016-08-05,11224138,Stefan, Lev war ein hervorragender Gastgeber Die Kommunikation vor der Ankunft und w hrend des Aufenthalts war sehr gut und immer unkompliziert Die Unterkunft ist sehr zentral gelegen und verf gt ber zwei richtige Betten mit guten Matratzen Das eine Zimmer ist infolge der Strasse ein wenig l rmausgesetzt ,de
11832,1732804,19448321,2014-09-12,18066962,Juan, Tom fue muy atento y amable con nosotros as como su mascota Wonder La habitaci n y su casa en general nos parecieron limpia confortable acogedora y espaciosa El barrio nos pareci muy tranquilo ,es
11847,1732804,33340618,2015-05-26,32891483,Dominik," Thomas hat mich perfekt empfangen und hat auch immer daf r gesorgt dass ich mich wohl f hle Ich habe direkt etwas zum trinken angeboten bekommen und es lagen sogar Muffins bereit Am n chsten Tag hat Thomas sogar noch Bananenbrot gebacken welche awesome waren , Wir haben uns in der Stadt getroffen und Thomas hat mir tolle Ecken und Viertel gezeigt Wir hatten einen ausgiebigen Spaziergang Die Wohnung ist wie beschrieben Die Lage ist au erhalb und sehr ruhig Ich habe sehr gut geschlafen Mit der Bahn habe ich ca 30 Minuten gebraucht und war im Zentrum , Immer wieder gerne Absolut Empfehlenswert ",de
11852,1732804,42634795,2015-08-14,33085223,Anne, Sehr angenehmer Aufenthalt Ruhige Wohngegend sicher Gro es Zimmer mit Kingsize Bett Tom ist ein netter Gastgeber sehr aufmerksam und hilfsbereit Gibt viele Tipps Zum Fr hst ck gibt es Kuchen und Bananenbrot gebacken Obst und Wasser jederzeit Nicht weit von Zentrum Boston mit der T entfernt K nnen die Unterkunft nur empfehlen ,de
11887,13110084,99639854,2016-09-05,10204634,Ana Laura, La casa est genial tal como se ve en las fotos o incluso mejor Est bien ubicada muy cercana al metro A los anfitriones no los hemos visto pero tampoco nos ha hecho falta Ha sido una estancia genial La recomiendo 100 ,es
11889,9078482,57832506,2015-12-29,18234035,Alessio, accoglienza perfetta effettuata dal coinquilino stanza pulita buona posizione Consigliato ,it
11947,1071235,18796171,2014-09-01,9379695,Han, Verhuurder was thuis en heeft de sleutel en informatie gegeven Dit volgensopgave ,nl
11948,1071235,18991253,2014-09-04,18882260,Boris," Le studio est agr able et propre En revanche il est loin du centre de Boston M me si les trains marchent bien je regrette ce choix il est plus difficile de ressortir le soir pour faire un Resto , Accueil moyen ",fr
11950,1071235,19276364,2014-09-09,19071804,Amélie Et Elie, C tait notre premi re exp rience avec Airbnb et nous avons t ravis de s journer chez Kristina et Chris Kristina a maintenu un contact r gulier avec nous jusqu notre arriv e o elle nous a accueillis de fa on tr s amicale Elle avait pris soin de nous laisser une carte du quartier avec les attraits restos commerces du coin tr s utile pour se rep rer rapidement en arrivant Points positifs du studio tr s propre tout avait t mis notre disposition vaisselle four grille pain caf serviette savon etc pour que notre s jour soit des plus agr ables Nous n avons manqu de rien Nous avons ador le quartier petits restos sympas buanderie march d alimentation bio superbe parc avis aux joggeurs etc La station de m tro est 3 min pied ce qui facilite l acc s au centre ville 20 min de T environ L emplacement est donc id al si vous passez la journ e au centre ville et revenez seulement le soir le studio tant tout de m me loign du centre ville ou si vous voulez explorer un coin moins touristique de Boston mais tout aussi charmant et color Jamaica Plain est un coup de c ur particuli rement pour son esprit communautaire Nous nous sommes sentis en s curit Nous pouvions d ailleurs laisser notre voiture dans la rue gratuitement et sans probl me Nous reviendrons ,fr
11988,1071235,38118244,2015-07-13,11704648,Florencia, Est es nuestra primera experiencia en Airbnb y fue genial El departamento es muy lindo comodo y luminoso kristina nos hab a dejado toda la informaci n que necesit bamos para nuestra estad a Si bien por el poco tiempo que estuvimos no tuvimos mucho contanto siempre estuvieron atentos a cualquier necesidad nuestra Sin ninguna duda volverimos a la casa de Kristina y Chris ,es
11991,1071235,39614603,2015-07-25,32087680,Annie, Nous avons grandement appreci notre sejour a Jamaica Plan Chris et Kristina nous ont tres bien accueillit Les instructions etaient claires et le studio correspondait aux photos du site Tr s pr s de la station de m tro et quartier paisible et s curitaire Tr s pratique si vous avez une auto le stationnement dans les rues est permis ,fr
12005,1071235,51270516,2015-10-19,37846416,Jorge," Sin sorpresas el estudio era tal como se describ a , La zona realmente tranquila y Kristina fu muy amable tanto al momento del Check in como del Check out , Muchas gracias Kristina esperamos volver a visitarlos pronto , Saludos , Jorge",es
12050,8191517,55383087,2015-12-01,18963106,Noelia, El barrio era muy bueno pero la direcci n oficial que sal a en la cuenta no era correcta Todo estaba rodeado de muchas mentiras la direcci n su nombre el n mero de personas que viv an en la casa los espacios compartidos la conexi n wifi la utilizaci n de la cocina ,es
12157,2547129,18240908,2014-08-24,16907363,Mario, El apartamento est en excelentes condiciones y su ubicaci n y alrededores muy buenos S eres sensitivo con el ruido t malo en cuenta ya que la zona es ruidosa Por lo dem s muy recomendable ,es
12190,10037387,75912616,2016-05-23,28203229,Fanny,  ,ko
12215,12826881,89431024,2016-07-28,79007584,Crystal,  ,ko
12232,12835086,84048164,2016-07-05,13795740,Ana Cristina, Buena ubicacion y Deirdra muy pendiente Sin embargo el apto estaba muy sucion y algo descuidado El interios del edificio muy abandonado poco agradable No lo recomiendo,es
12236,12835086,92492538,2016-08-08,5711866,Anna Neuwert, Deidra var en fin v rt hun var let at komme i kontakt med Lejligheden var ogs ok men bar pr g af at hun ikke selv bor der K kkenet var mangelfuldt og havde ikke alle de n dvendige ting som man forventer der er Der manglede nogle enkelte ting da vi ankom ex sengelinned til den ene seng og h nds be til toilettet ,da
12251,5048406,32729148,2015-05-20,33388772,Morgane," BEST HOST EVER , Yvonne nous a vraiment bien accueillis malgr notre arriv e tardive Le lit de notre chambre tait tr s confortable la salle de bain propre et nous avons eu des serviettes propres et un petit d jeuner chaque matin Yvonne et son mari sont tr s ouverts la conversation et Yvonne nous gentiment fait faire le tour de la ville en voiture pour nous montrer ce que nous avions manqu par nous m mes plage caserne des pompiers universit MIT Le dernier jour Yvonne nous a m me amen la gare des bus C tait un s jour tr s agr able je recommande cette h te pour sa grande gentillesse et le confort de la chambre propos e ",fr
12280,13884549,92878807,2016-08-10,82197437,Isaias," Lais fue muy amable y comprensiva pues tuvimos un serio atraso con el vuelo y llegamos de madrugada sin problema Todo se encontraba en su lugar el aire acondicionado la iluminaci n servicios sanitarios etc No tuvimos ning n problema al respecto La casa est muy bien ubicada cerca del aeropuerto y muy cerca de la estaci n del tren de manera que es f cil llegar casi a cualquier lugar adem s de ser un vecindario muy seguro y tranquilo ,  , Definitivamente recomiendo este lugar y a Lais como anfitriona ",es
12281,13884549,93352987,2016-08-12,78777530,Denise, Der Aufenthalt bei Lais und ihren Mitbewohnern war super Sehr gastfreundlich flexibel und hilfsbereit Das Zimmer ausgestattet mit aircon und tv ist sehr ger umig und sauber sowie der Rest der Wohnung In der K che ist alles vorhanden und darf mitgenutzt werden Die Lage der Wohnung ist auch sehr gut Die T ist suber schnell zu erreichen Der Flughafen sowie das Zentrum sind nur eine Station weit entfernt Deshalb w rde ich es zu 100 weiter empfehlen Gr e Denise,de
12288,13884549,96006143,2016-08-21,78777530,Denise, Und auch beim zweiten Aufenthalt gab es nichts zu beanstanden Es wurde sogar im Zeitraum zwischen unseren 1 und 2 Besuch also innerhalb einer Woche sogar eine neue Matratze und ein neues Regal organisiert Wenn wir wieder in Boston sind werden wir definitv auch ein drittes Mal die Unterkunft von Lais buchen ,de
12308,848152,21797300,2014-10-24,5812631,Vincent, Notre h te nous a attendu et donn les informations n cessaires sur l appartement L appartement tait tr s propre et les lits pr par s Nous avons pass un excellent s jour dans cet appartement Il faut savoir que l appartement est situ proximit imm diate des voies a riennes de m tro que l on entend quand les fen tres sont ouvertes ,fr
12331,9274587,91471703,2016-08-05,32526158,Patrice, Le condo tait parfait pour notre s jour Boston Situ dans le quartier enchanteur de Beacon Hill cet immeuble a t construit en 1860 et fait parti du r gistre national des sites historiques Le tout tait r nov au go t du jour et que dire du quartier quelques pas de petits caf s ainsi que du Boston Common Une station de m tro tait disponible proximit quoique nous avons vraiment appr ci notre marche jusqu au centre ville 20 minutes En r sum je recommande vraiment cet endroit ,fr
12489,47521,93397,2010-09-08,216749,Nathalie," My boyfriend and I spent four nights at Hermina s house We have been very well received Our room was very good and very large she s very nice host If I return to Boston it s sure that I will return to this place At 3 min walk to the metro is very convenient ,  , Mon copain et moi avons pass 4 nuits chez Hermina Nous avons t tr s bien re u Notre chambre tait tres bien et tr s grande de plus c est une incroyable h te Si je retourne sur Boston c est certain que je vais retourner cet endroit 3 min pieds du m tro c est tr s pratique ,  , ",fr
12492,47521,105783,2010-09-26,240500,Laurie, Hermina est tr s accueillante et son logement au sous sol est parfait pour un couple qui veut garder son intimit Je le recommande tous ,fr
12515,47521,436412,2011-08-11,723267,Pierre, Nous avons t tr s d us par cette adresse chambre minuscule o il tait difficile d ouvrir deux valises en m me temps salle de bain pas nette du tout ressources pour le petit d jeuner tr s banales Bref nous en sommes partis sans regret rien voir avec les autres adresses Airbnb Le tout pour plus de 70 dollars A rayer de son carnet d adresse,fr
12545,47521,1535717,2012-06-22,2431570,Yuan, good in general ,af
12557,47521,2090350,2012-08-25,2850508,Paulin, Hermina est une personne la fois chaleureuse et discrete L endroit etait tranquille et 5 minutes d une station de metro Ce qui est un grand avantage ,fr
