,id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,zipcode,market,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,len_name,len_host_about,len_summary,len_description,len_neighborhood_overview,len_transit,count_amenities,count_host_verifications,amenities_wireless internet,amenities_heating,amenities_kitchen,amenities_smoke detector,amenities_essentials,amenities_dryer,amenities_washer,amenities_internet,amenities_shampoo,amenities_tv,amenities_carbon monoxide detector,amenities_fire extinguisher,amenities_free parking on premises,amenities_family/kid friendly,amenities_first aid kit,amenities_cable tv,amenities_indoor fireplace,amenities_pets live on this property,amenities_hangers,amenities_elevator in building,amenities_hair dryer,amenities_laptop friendly workspace,amenities_iron,amenities_safety card,amenities_air conditioning,amenities_24-hour check-in,amenities_buzzer/wireless intercom,amenities_dog(s),amenities_pets allowed,amenities_gym,amenities_cat(s),amenities_hot tub,amenities_wheelchair accessible,amenities_breakfast,amenities_suitable for events,amenities_pool,amenities_lock on bedroom door,amenities_doorman,amenities_smoking allowed,amenities_other pet(s),amenities_washer / dryer
1144,5330475,573,"San Francisco, California, United States",a few days or more,30.0,100.0,0,Westlake,1.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Private room,4,2.0,1.0,1.0,Real Bed,100.0,25.0,1,0.0,30,1 month to 2 months,7 weeks ago,3,33,63,338,2,2015-09-28,100.0,9.0,9.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,0.61,31,140.0,100.0,1000,547.0,171.0,20,6,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
1145,8067001,840,"Seattle, Washington, United States",within an hour,100.0,100.0,0,South Lake Union,1.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,,1,0.0,7,1 month to 2 months,3 weeks ago,0,0,0,105,1,2015-10-30,100.0,6.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,0.45,23,71.0,191.0,855,0.0,227.0,13,6,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1146,8829089,509,"Seattle, Washington, United States",,,,1,,1.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",0,Apartment,Shared room,1,2.0,1.0,1.0,Real Bed,100.0,,1,0.0,1,1 month to 2 months,5 weeks ago,30,60,90,365,0,,,,,,,,,0,moderate,0,0,1,,22,955.0,128.0,868,109.0,130.0,11,6,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,8814555,419,"Seattle, Washington, United States",,,,0,South Lake Union,1.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Condominium,Entire home/apt,2,1.5,1.0,1.0,Real Bed,88.0,100.0,1,50.0,1,1 month to 2 months,2 months ago,0,0,0,61,0,,,,,,,,,0,flexible,0,0,1,,35,587.0,244.0,244,0.0,0.0,16,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1148,6852288,170,"Seattle, Washington, United States",within an hour,100.0,100.0,0,,1.0,1,0,South Lake Union,Seattle,98102,Seattle,"Seattle, WA",0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,59.0,40.0,1,0.0,2,2 weeks to 1 month,2 months ago,30,60,89,89,14,2015-07-12,85.0,9.0,8.0,10.0,9.0,10.0,9.0,0,strict,0,0,1,2.37,35,0.0,68.0,648,100.0,96.0,13,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,6913706,805,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Belltown,48.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,183.0,60.0,2,30.0,2,1 month to 2 months,today,1,2,2,178,20,2015-06-26,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict,1,1,3,3.11,32,74.0,243.0,1000,0.0,0.0,25,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1150,2387265,840,"Seattle, Washington, United States",,,,0,South Lake Union,1.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,135.0,25.0,2,0.0,1,1 week to 2 weeks,3 months ago,30,60,89,89,0,,,,,,,,,0,moderate,0,0,1,,35,337.0,249.0,1000,568.0,141.0,12,4,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1151,48319,705,"Seattle, Washington, United States",,,,0,,1.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,220.0,40.0,2,25.0,3,More than 6 months,8 months ago,0,3,33,122,21,2011-06-07,96.0,10.0,9.0,9.0,9.0,9.0,9.0,0,strict,1,1,1,0.38,34,68.0,0.0,1000,0.0,0.0,15,6,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1152,9885225,1006,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Belltown,48.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,183.0,60.0,2,30.0,2,1 month to 2 months,today,4,34,64,126,0,,,,,,,,,0,strict,1,1,3,,34,74.0,238.0,238,0.0,0.0,26,5,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1153,8083242,33,"Seattle, Washington, United States",within a few hours,100.0,,0,South Lake Union,1.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,115.0,50.0,2,50.0,2,2 weeks to 1 month,4 months ago,30,60,90,365,3,2015-09-14,73.0,6.0,5.0,10.0,10.0,7.0,6.0,0,flexible,0,0,1,0.8,29,0.0,233.0,1000,301.0,113.0,15,6,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,8704964,241,"Los Angeles, California, United States",,,,0,,1.0,1,0,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",0,Camper/RV,Shared room,4,1.0,1.0,4.0,Real Bed,100.0,,1,0.0,1,1 month to 2 months,yesterday,30,60,90,365,0,,,,,,,,,1,flexible,0,0,1,,33,0.0,233.0,233,0.0,0.0,12,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
1155,6990477,800,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Belltown,48.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,183.0,60.0,2,30.0,2,1 month to 2 months,today,21,25,54,115,26,2015-07-05,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict,1,1,3,4.24,34,74.0,243.0,1000,0.0,0.0,25,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1156,117862,1490,"Seattle, Washington, United States",within an hour,100.0,100.0,0,South Lake Union,1.0,1,1,South Lake Union,Seattle,98102,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,50.0,1,0.0,2,1 month to 2 months,4 weeks ago,0,0,30,305,19,2011-06-20,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict,0,0,1,0.34,32,7.0,213.0,702,0.0,154.0,13,6,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1157,7777219,54,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,South Lake Union,2.0,1,0,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,25.0,1,15.0,1,1 month to 2 months,3 weeks ago,25,55,85,174,4,2015-08-13,90.0,10.0,10.0,10.0,9.0,10.0,9.0,0,moderate,0,0,2,0.83,35,255.0,221.0,1000,12.0,12.0,11,3,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,7203765,34,"Seattle, Washington, United States",,,,0,South Lake Union,1.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,50.0,1,0.0,3,1 month to 2 months,4 weeks ago,2,2,2,148,1,2015-08-09,80.0,8.0,6.0,10.0,10.0,8.0,10.0,0,flexible,0,0,1,0.2,34,0.0,220.0,220,0.0,0.0,14,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1159,7840228,752,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Belltown,48.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,183.0,60.0,2,30.0,2,1 month to 2 months,5 days ago,5,33,63,121,6,2015-08-16,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict,1,1,3,1.27,34,74.0,307.0,1000,0.0,0.0,26,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1160,7438635,1121,"Seattle, Washington, United States",within an hour,100.0,100.0,0,South Lake Union,2.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,220.0,55.0,1,0.0,1,1 month to 2 months,today,4,18,42,302,12,2015-08-08,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,2,2.4,31,401.0,246.0,1000,604.0,288.0,22,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1161,9389755,156,"Seattle, Washington, United States",within an hour,100.0,100.0,0,South Lake Union,1.0,1,1,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",1,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,119.0,60.0,1,0.0,1,1 month to 2 months,5 days ago,4,34,63,63,3,2015-11-28,93.0,10.0,9.0,10.0,10.0,10.0,10.0,1,strict,0,0,1,2.37,21,0.0,246.0,1000,0.0,0.0,17,5,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1162,9151865,125,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,South Lake Union,2.0,1,0,South Lake Union,Seattle,98109,Seattle,"Seattle, WA",0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,25.0,1,10.0,1,1 month to 2 months,3 weeks ago,30,60,66,66,1,2015-12-12,40.0,4.0,10.0,10.0,10.0,10.0,4.0,0,flexible,0,0,2,1.0,28,255.0,121.0,121,0.0,0.0,14,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1163,7204672,48,"Seattle, Washington, United States",within a day,50.0,100.0,0,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,200.0,75.0,1,0.0,1,1 month to 2 months,4 months ago,0,0,0,152,2,2015-08-20,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0,moderate,0,0,1,0.43,33,227.0,244.0,1000,202.0,191.0,15,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,5579427,1077,"Seattle, Washington, United States",within a day,100.0,100.0,0,Magnolia,4.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,229.0,150.0,6,25.0,2,1 month to 2 months,3 days ago,30,60,89,89,4,2015-07-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict,0,0,4,0.74,35,0.0,242.0,1000,206.0,302.0,18,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,6734621,231,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Townhouse,Entire home/apt,10,3.5,3.0,5.0,Real Bed,333.0,130.0,6,30.0,1,1 month to 2 months,a week ago,30,60,90,352,29,2015-06-14,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,0,0,1,4.24,35,296.0,249.0,1000,287.0,379.0,21,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,2263643,761,"Seattle, Washington, United States",within an hour,91.0,100.0,0,Magnolia,2.0,1,0,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,41.0,10.0,1,35.0,2,1 month to 2 months,a week ago,28,58,72,320,57,2014-06-15,89.0,9.0,9.0,9.0,10.0,9.0,9.0,0,flexible,0,0,2,3.01,29,240.0,318.0,817,0.0,118.0,10,4,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1167,4608208,410,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,,1,0.0,1,1 month to 2 months,3 days ago,29,59,89,364,39,2014-12-15,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,3.03,24,396.0,248.0,1000,191.0,1000.0,9,4,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1168,9999955,440,"Seattle, Washington, United States",within a day,100.0,,0,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,55.0,20.0,1,0.0,1,1 month to 2 months,3 weeks ago,15,45,75,350,0,,,,,,,,,0,moderate,0,0,1,,32,0.0,135.0,135,0.0,0.0,13,4,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1169,3528627,481,"Seattle, Washington, United States",a few days or more,43.0,100.0,0,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,70.0,,1,0.0,1,1 month to 2 months,2 months ago,30,60,90,365,20,2014-07-14,86.0,9.0,8.0,9.0,9.0,9.0,8.0,0,moderate,0,0,1,1.11,17,0.0,245.0,1000,397.0,127.0,16,5,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1170,8048333,1232,"Sammamish, Washington, United States",within a few hours,100.0,100.0,1,Magnolia,3.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,97.0,120.0,4,10.0,2,2 weeks to 1 month,today,2,32,62,337,0,,,,,,,,,0,strict,0,0,1,,33,1441.0,243.0,1000,219.0,343.0,23,6,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,8050642,1657,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Capitol Hill,13.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Entire home/apt,12,3.5,5.0,7.0,Real Bed,350.0,250.0,1,0.0,3,1 month to 2 months,today,25,55,85,324,3,2015-09-07,100.0,10.0,9.0,9.0,10.0,9.0,10.0,0,strict,0,0,1,0.75,23,84.0,174.0,174,0.0,0.0,13,4,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,7329805,161,"Houston, Texas, United States",within an hour,100.0,100.0,0,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,200.0,100.0,6,0.0,2,1 month to 2 months,3 days ago,18,48,78,279,7,2015-08-22,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,1,1.54,34,1138.0,248.0,1000,677.0,44.0,16,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1173,6848455,642,"Seattle, Washington, United States",within a day,50.0,100.0,0,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Townhouse,Entire home/apt,5,2.5,3.0,3.0,Real Bed,225.0,100.0,1,0.0,2,1 month to 2 months,4 weeks ago,28,58,88,363,9,2015-06-16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,1.33,35,53.0,244.0,1000,0.0,137.0,14,5,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,9695233,1546,"Seattle, Washington, United States",within a few hours,100.0,,0,Magnolia,1.0,1,0,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,,1,0.0,1,1 month to 2 months,today,30,60,90,365,0,,,,,,,,,0,flexible,0,0,1,,34,466.0,245.0,970,258.0,129.0,20,4,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
1175,5164581,720,"Seattle, Washington, United States",within an hour,94.0,100.0,0,Magnolia,4.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,8.0,1,0.0,1,1 month to 2 months,today,10,28,28,43,58,2015-02-08,94.0,9.0,9.0,10.0,10.0,9.0,10.0,0,moderate,0,0,4,5.26,35,84.0,376.0,1000,454.0,215.0,10,6,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,2208757,870,"Seattle, Washington, United States",within an hour,94.0,100.0,0,Magnolia,4.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Townhouse,Entire home/apt,8,2.5,3.0,3.0,Real Bed,150.0,50.0,1,0.0,1,1 month to 2 months,yesterday,0,9,10,10,0,,,,,,,,,0,moderate,0,0,4,,33,84.0,250.0,903,46.0,168.0,15,6,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,226536,1894,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,46.0,20.0,1,15.0,1,1 month to 2 months,5 weeks ago,0,0,2,277,25,2011-11-13,91.0,8.0,9.0,10.0,10.0,9.0,9.0,0,moderate,0,1,1,0.5,33,196.0,0.0,1000,45.0,50.0,15,5,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1178,176678,1543,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,64.0,,1,15.0,2,2 weeks to 1 month,3 days ago,30,60,90,365,57,2012-04-10,97.0,9.0,10.0,10.0,10.0,9.0,10.0,1,moderate,0,1,1,1.25,29,374.0,247.0,1000,0.0,154.0,12,6,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,7050534,42,"Seattle, Washington, United States",,,,0,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,15.0,2,15.0,2,1 month to 2 months,5 months ago,0,0,0,156,3,2015-07-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,0.49,35,390.0,155.0,1000,441.0,210.0,18,5,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1180,8248970,405,"Palo Alto, California, United States",within a day,100.0,,0,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,250.0,75.0,6,50.0,3,1 month to 2 months,7 weeks ago,30,60,90,365,2,2015-10-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,0.64,29,0.0,250.0,1000,670.0,171.0,16,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1181,4824699,1277,"Seattle, Washington, United States",within an hour,100.0,100.0,0,,1.0,1,0,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",0,House,Entire home/apt,4,1.0,0.0,2.0,Real Bed,147.0,25.0,2,9.0,2,1 month to 2 months,3 weeks ago,30,60,90,365,0,,,,,,,,,1,moderate,0,0,1,,23,0.0,187.0,510,57.0,24.0,19,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1182,3876097,737,"Seattle, Washington, United States",within an hour,91.0,100.0,0,Magnolia,2.0,1,0,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Bed & Breakfast,Shared room,1,1.0,1.0,1.0,Couch,30.0,10.0,1,0.0,2,1 month to 2 months,6 days ago,29,59,82,357,16,2014-08-20,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0,flexible,0,0,2,0.95,30,240.0,245.0,425,0.0,0.0,12,4,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1183,1260259,1228,"Seattle, Washington, United States",within a few hours,100.0,100.0,1,Magnolia,1.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,,1,0.0,1,1 month to 2 months,a week ago,30,60,90,365,64,2013-06-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,2.08,17,589.0,232.0,1000,178.0,67.0,9,5,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1184,8443952,1351,"Seattle, Washington, United States",within a day,67.0,,0,Magnolia,1.0,1,0,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,78.0,45.0,1,0.0,2,1 month to 2 months,2 months ago,30,60,89,89,0,,,,,,,,,0,flexible,0,0,1,,35,212.0,64.0,1000,541.0,246.0,6,2,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,10068879,303,"Seattle, Washington, United States",,,,0,Magnolia,1.0,1,0,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Bed & Breakfast,Entire home/apt,4,1.0,1.0,2.0,Real Bed,120.0,25.0,2,20.0,1,1 month to 2 months,2 weeks ago,30,60,90,365,0,,,,,,,,,0,moderate,0,0,1,,22,299.0,238.0,1000,472.0,257.0,20,2,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1186,8173487,91,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,Magnolia,1.0,1,0,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,Condominium,Entire home/apt,5,2.0,3.0,2.0,Real Bed,280.0,100.0,4,50.0,2,1 month to 2 months,3 months ago,30,60,90,365,2,2015-09-07,80.0,10.0,10.0,10.0,9.0,10.0,8.0,0,flexible,0,0,1,0.5,33,0.0,248.0,248,0.0,0.0,18,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1187,685600,969,"Seattle, Washington, United States",within a day,100.0,100.0,0,Magnolia,4.0,1,1,Lawton Park,Seattle,98199,Seattle,"Seattle, WA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,50.0,1,10.0,2,1 month to 2 months,4 months ago,30,60,90,365,8,2014-08-10,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict,0,0,4,0.47,35,0.0,247.0,1000,206.0,302.0,19,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
