,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang
12476,654734,20508163,2014-09-30,20399053,Jeffrey,  Condo Condo ,zh-cn
12495,7900056,52713020,2015-11-01,42919987,Helene, Vi r mycket n jda med huset vi bodde i perfekt n r vi var m nga Bra att huset hade kodl s s att man slipper h lla koll p nycklar Vi hade ven n rhet till v r sl kting vi h lsade p och att huset ligger n ra den underbara Green Lake Husv rden var l tt att f kontakt med b de f re och under vistelsen ,sv
12761,193836,42247996,2015-08-12,28561287,Frank, Wir hatten eine tolle Zeit bei Amy und Nathan in Seattle Amy hat uns pers nlich in Empfang genommen ist dabei sehr flexibel auf unsere gew nschte Ankunftszeit eingegangen Sie hat uns alles was wir wissen mussten gezeigt und auch einige Tips f r unseren Aufenthalt in Seattle gegeben Die Wohnung entsprach der Beschreibung in vollem Umfang und war sehr komplett ausgestattet Abends durften wir noch das von Nathan selbst gebraute Bier probieren und haben uns dabei angeregt unterhalten West Seattle ist eine angenehme Umgebung Man f hlt sich fast schon wie in einer Kleinstadt und ist gleichzeitig in 30 Minuten mit dem Bus in Downtown F r uns war es ein rundum gelungener Aufenthalt ,de
12792,935845,10230150,2014-02-08,10885841,Claire," Nous avons pass un agr able s jour dans l appartement de Wendy , il est tr s propre et on s y sent bien Wendy et son mari nous ont fait un tr s bon accueil Par contre l insonorisation avec l tage du dessus n est pas suffisante et nous esp rons ne pas les avoir trop d rang ,  , ",fr
12879,1246809,19260885,2014-09-09,13151307,Kathrin, Die Wohnung ist sehr gut ausgestattet und wir hatten alle Kochutensilien die wir ben tigten Das Bad ist sehr sch n und ger umig Gleich in der N he ist ein Supermarkt Der Parkplatz direkt vor dem Haus war super In die Innenstadt sind es mit dem Auto nur ein paar Minuten In der Nacht ist es recht laut man h rt den Stra enverkehr und alle 10 Minuten fliegt ein Flugzeug ber das Haus F r ein paar Tage ist die Wohnung zu empfehlen ,de
12969,3637180,19501211,2014-09-13,1262962,Anne, Linda ist eine sehr symphatische aufmerksame hilfsbereite Gastgeberin ,de
13051,8017832,56187020,2015-12-10,46521224,Simone, Das Haus von Rich ist wundervoll Es strahlt so viel W rme und Geborgenheit aus Ich habe mich mehr als wie Zuhause website hidden ist sehr sehr sauber und geschmackvoll eingerichtet Rich ist zu jeder Zeit erreichbar und sehr hilfsbereit Die Lage ist ideal um schnell in der City zu sein Restaurants Bars und Superm rkte sind leicht zu Fuss erreichbar Wenn die h chste Punktzahl eine 10 w re w rde ich Rich 100 geben Leider passt das Haus nicht in meinem Koffer sonst w rde ich heute in seinem Wohnzimmer am Kamin sitzen Vielen Dank f r alles Rich ,de
13057,6831239,47101428,2015-09-15,40302826,Tatiana,  3 4 40 45 25 3 4 ,ru
13093,8409962,56619143,2015-12-15,48296235,Mayra, Excelente lugar Muy lindas personas la sra Olga es una execelente anfitriona te sientes como en casa ,es
13360,6117473,41474772,2015-08-07,9500608,Thomas, Jessica est une super h te et sa tree house est excellente pour se relaxer le corps et l esprit au milieu des pins La maison principale vous est grande ouverte cuisine salon salle de bain tout est parfait En plein jet lag j ai t re u diner superbe barbecue avec des produits du jardin Il y a un vrai sens de la communaut ici Souhaitant rester plus que les 2 nuits r serv es Jessica m a conseill de rester chez son voisin Josh un h te aussi attentionn et chaleureux Il y a un syst me de transport en commun pour se rendre dans le centre de Seattle mais je n ai pas pu l essayer ayant une voiture Sur ce point aucun probl me pour se garer devant chez Jessica ,fr
13373,4041868,28093577,2015-03-17,28199424,天翔,  ,zh-cn
13408,1136984,23466338,2014-12-01,23794284,伊蒙, Good,so
13704,2367298,33806581,2015-06-01,31538618,Timo, Sehr gute Gegend toller Park gleich um die Ecke der zu Spazierg ngen einl dt Unterkunft war soweit in Ordnung hatten ein kleines Problem dass Handt cher fehlten aber Erin hat umgehend reagiert und auch noch eine Flasche Wein spendiert toll ,de
13890,2274086,40490627,2015-07-31,29884964,Sarah,  ,:)
14109,749758,52467586,2015-10-29,41719145,Bianka, Rita ist sehr komplikationslos und aufgeschlossen Wir wurden ganz herzlich empfangen obwohl wir nicht zur verabredeten Zeit einchecken konnten F r das Abendessen hatte sie tolle Tipps f r uns und auch sonst hat sie sich sehr um uns gek mmert Die Betten sind sehr gem tlich und einladend die Wohnung bestens ausgestattet Ihr Mann Elwin ist auch immer sofort zur Stelle und konnte weiterhelfen Obwohl man in einer Gro stadt ist liegt das Haus in einer ruhigen Gegend ,de
14112,749758,53210092,2015-11-06,46411634,Miriam," La estad a en casa de Rita fue muy bien Ella es muy cercana y con mucha disponibilidad a la hora de ayudar La casa est situada cerca de las paradas de estaci n y el supermercado tambi n queda muy cerca , Cercana sencilla y la casa es acogedora ",es
14124,6812415,38635973,2015-07-17,10462385,Julie, great experience ,ro
14152,3883392,41316479,2015-08-07,8277133,Jan Jaap, Prachtig modern ingericht appartement in een prettige rustige buurt maar vlakbij een bushalte dus downtown Seattle is prima bereikbaar Voorzien van alle moderne apparatuur Heel prettig was het ook dat er van alles in de ijskast stond dat gebruik mocht worden ,nl
14380,1796302,18934628,2014-09-03,11364451,Günther," Susanna und Petrick waren liebe und aufmerksame , Gastgeber Selbst unsere recht sp te Ankunft am Abend war kein Problem Das Haus liegt in einer ruhigen Gegend mit ausreichenden Parkm glichkeiten und kurzem Weg zum Highway Susanna spricht sehr gut Deutsch Dies ist besonders sch n f r Alle die ihr Schulenglisch schon etwas vergessen haben ",de
14393,1796302,21792822,2014-10-24,6172699,Sandra, Wir hatten eine wundervolle Zeit bei Susanna und Patrick mitten im k nstlerischen Fremont und trotzdem unglaublich ruhig gelegen Unser Zimmer war traumhaft gem tlich und mit einem super bequemen Bett und eigenem Bad ausgestattet Das Haus ist mit so vielen wundersch nen kleinen Details ausgestattet dass man sich von der ersten Sekunde an zu Hause f hlt Bessere Gastgeber als Susanna und Patrick kann man sich nicht w nschen Beide haben uns w hrend unseres Aufenthaltes weit mehr mit Tipps geholfen als man das normalerweise erwarten kann Die Lage des Hauses ist perfekt mit Auto und Bus leicht erreichbar und trotzdem super ruhig und sicher Wir hoffen sehr noch einmal das Vergn gen zu bekommen bei den beiden bernachten zu d rfen Besser geht s nicht Und Susanna spricht so perfekt Deutsch dass wir fast vergessen haben in den USA zu sein Schade dass unser Aufenthalt nur so kurz war ,de
14411,1796302,25473998,2015-01-17,25291976,Ute, Wir erreichten Susannas zu Hause abends Wir wurden sehr freundlich empfangen Susannas Deutsch ist wirklich sehr gut und sie liebt es dies zu sprechen Wir f hlten uns schon beim Empfang sehr wohl Das Zimmer ist wie auf dem Foto sehr liebevoll eingerichtet und sehr sauber Auf dem Nachttisch lag eine Liste wo man die wichtigesten Details ber Seattle erfahren konnte zudem stand frisches Wasser parat Auf dem Fensterbrett stand ein Korb mit diversen Karten von Seattle und Sehensw rdigkeiten Wir hatten ein eigenes Badezimmer dies war ebenfalls sehr sauber Susanna zeigte uns ihr sch nes Haus und die Dachterasse mit wundersch ner Aussicht Es war wirklich sehr angenehm Danke vielmals f r die liebevolle Gastfreundschaft von Euch beiden und vielleicht ein anderes Mal ,de
14583,1249060,18054945,2014-08-21,5653409,Stijn," Ik heb een erg comfortabel verblijf gehad in het appartement van Noelle , Een ruime slaapkamer gezellige woonkamer en een praktische keuken Vanuit het appartement loop je makkelijk in ong 20 min naar het centrum Terug naar het appartement is het aan te raden om de bus te nemen erg steile weg naar boven , Noelle geeft je goede tips om Seattle te ontdekken Het was ook erg gezellig om met haar te kletsen Op de laatste avond hebben we lekker gebarbecued Kort om een aanrader , ",nl
14788,1476298,26723506,2015-02-17,11997873,Yun Xu An,  ,zh-cn
14794,1476298,27440130,2015-03-04,11997873,Yun Xu An,  mecy 10 ,zh-cn
14908,685600,18998817,2014-09-04,19849239,Anne, Das Zimmer war wie beschrieben und die Umgebung ist super Wir sind erst sehr sp t in Seattle gelandet aber das war kein Problem Nikki kann sogar deutsch Sie hat uns kurz alles geziegt weil sie dann weg musste Das Zimmer ist sehr sch n eingerichtet und das Bad ist sehr sauber Nikki hat sogar Duschbad und Shampoo zur Nutzung im Bad gehabt Auch eine Mikrowelle und Wasserkocher waren vorhanden Kaffee und Oatmeal hat sie d r uns dagehabt Das Zimmer hat einen Ausgang auf die kleine Terasse so das wir abends noch draussen sitzen konnten Die Umgebung ist sehr ruhig und genau am Discovery Park den wir am letzten Tag auch angesehen haben Auf jeden Fall einem Besuch Wert Am zweiten Abend haben wir Nikki und ihren Mitbewohner angetroffen und uns mit ihnen unterhalten k nnen Beide sehr aufgeschlossen und freundlich Wir haben uns von Anfang an sehr wohl gef hlt Das Haus ist zwar hellh rig aber wir haben die zwei kaum mitbekommen Alles in allem eine tolle Unterkunft Es war unsere erste Erfahrung mit Air B B und wir haben es nicht bereut Wir w rden jederzeit wieder bei Nikki bernachten Sie hat auch sehr schnell auf all unsere Emails geantwortet Sowohl vorher als auch w hrend wir bei ihr gewohnt haben ,de
14966,7872980,44988140,2015-08-30,39694737,Nicole, Glenn hat uns sehr nett empfangen und im Apartment fanden wir wertvolle Tipps zum Ausgehen Die Lage des Apartments ist ideal um abends in die hippesten Viertel der Stadt bequem zu Fuss zu gehn Die Tatsache dass es einen Tiefgaragenplatz gibt ist sehr bequem und kostensparend Zur Waterfront l uft man in ca 15 min durch spannende Strassen ,de
14982,3024336,17948257,2014-08-19,17991264,Carlos J.," La casa se correspond a a lo anunciado Era preciosa bien equipada bien situada y bien comunicada , La verdad es que nos sentimos como en nuestra propia casa , El barrio era muy moderno y lleno de alternativas interesantes , Fue un acierto escoger esta opci n para visitar Seattle ",es
15152,7198282,47226597,2015-09-16,3368016,Randy, excellent host and excellent place ,fr
15153,7198282,47924680,2015-09-21,40302826,Tatiana, Neil Orca ,ru
15276,9460,275715,2011-05-23,331081,Luis, Excellent choice I recommend ,fr
15463,9460,40886559,2015-08-03,28428077,Mario," Notre hote nous a fait sentir que nous tions des invit s de marque , L appartement tait tr s bine situ pour des d placements pied dans la ville ",fr
15665,20927,7066174,2013-09-05,6683826,Mathias," Brad Liz sind hervorragende Gastgeber warmherzig freundlich und hilfsbereit So hatten wir einen sch nen Start in unseren Nordwest Urlaub Wir verbrachten 2 N chte im sehr interessanten Cottage mit den tollen Skulpturen und Bildern von Liz Das Cottage liegt in Ballard in einer ruhigen Wohngegend und doch ist das Stadtzentrum mit dem Auto schnell zu erreichen , Vielen Dank Liz und Brad f r die sch ne Zeit ",de
15806,5060388,39482468,2015-07-24,28493113,Diana, Wir haben uns sehr wohl gef hlt in dieser kleinen gem tlichen Cabin umgeben von einem lauschigen Bambusgarten Netter R ckzugspunkt Ich habe gerne die mit den Basics ausgestattete K che genutzt Gute Lage wenn man mit ffentlichen Verkehrsmitteln unterwegs ist drei Busse halten um die Ecke und fahren downtown und zur Metrostation Union Street von wo aus man Anschlu in alle Richtungen hat ,de
15873,2906694,22161850,2014-10-31,22619026,Sandra," Leslie nos ense el apartamento nada m s llegar y nos inform de las atracciones de la ciudad y como llegar a ellas desde la casa con transporte p blico , El apartamento es muy acojedor y se mostraron muy atentos en solucionar qualquier problema que pudiera surgir durante nuestra estancia , Recalcaron que no dudaramos en pedir qualquier cosa que necesitabamos puesto que la cocina no estaba equipada al 100 ",es
15893,2906694,30024986,2015-04-16,28635505,Myriam, Wenn ihr eine ruhige Unterkunft sucht u ungest rt sein wollt seit ihr hier richtig Den Schl ssel findet ihr in einer gesicherten Box Reisetipps u Infos zu Einkaufsm glichkeiten u den Busfahrpl nen liegen im Zimmer bereit Das Zimmer ist soweit in Ordnung f r Kinder gibt es massig Spielzeug u f r kleine u gro e Kinder ein Trampolin im Garten das genutzt werden kann Toll ist die N he zu Alkibeach In die Downtown braucht man ca 45min Abends f hrt nur noch die D C Linie nach Westseattle zur ck deren Stops in Downtown nicht immer einfach zu finden sind da es sich um eine Expresslinie handelt mit entsprechend wenig Stops erkennbar an roten Markierungen Taxis kosten um die 20 ,de
15894,2906694,30130450,2015-04-18,27758598,Rosheen,  ,ko
15904,2906694,42519270,2015-08-14,32897395,Christine," La maison est bien situ e dans un quartier calme et proche des commerces d une plage et d un water taxi pratique pour Seattle , La chambre tait grande telle que d crite et montr e sur les photos c est une chambre d enfant Un peu bruyante cependant route buanderie et tage du dessus , Leslie nous a bien accueillie elle est disponible pour toutes questions ",fr
16011,6603061,46488792,2015-09-11,35016730,Marcial," Comecei com o p esquerdo nesta estadia Tinha agendado outra anfitri que cancelou minha estadia por problemas website hidden poca o nico dispon vel que encontrei foi este Terr vel pode ser o minimo a ser dito , O anfitri o que tinha me avisado que n o estaria n o deixou ningu m para nos orientar Ainda bem que fiz uma tima pesquisa sobre Seattle , Apesar de ter enviado e mail para saber como entrar no pr dio nunca tive uma resposta satisfat ria Apenas um n o se preocupe Resultado Encontramos a porta do pr dio fechada E a gente com 3 malas e com forte possibilidade de chuva Liguei para ele e caiu na caixa postal e ele n o deu retorno Conseguimos entrar gra as a um outro morador do pr dio Ele deixou um gato que ia ser cuidado por algu m que nunca apareceu Fomos surpreendidos pela falta de microondas na cozinha e por n o ter uma mesa para a gente fazer refei es nem na cozinha e nem na sala de vez que a unica mesa existente era usada pelo gato que escalava uma das cadeiras para alcan ar sua comida deixada sobre ela , Alias o gato usava nosso banheiro tamb m sendo que a caixa de areia nunca foi limpa Como a gente nunca sabia quando o gato iria fazer suas necessidades a porta do banheiro tinha de ficar aberta o tempo todo e assim o cheiro se espraiava pelo apartamento todo , De quando em vez no meio da noite o gato dava umas corridas pelo ch o de assoalho e a gente acordava meio assustado j que o gato era bem grande , Da televis o indicada no anuncio n o pudemos usar porque n o nos foi indicado como faze lo de vez que o controle remoto deixado n o funcionava , Tamb m n o nos dito que o apartamento ficava no terceiro andar e que n o tinha elevador , Nem o apartamento e nem o pr dio tinham um cheiro muito bom , O aprendizado que tive desta estada foi que por mais erradas que as coisas ocorram a gente deve olhar pelo lado bom Uma hora tudo passa e a gente esta de ferias passeando e ent o o espirito precisa estar leve Gracas ao gato a gente saia do apartamento as sete e meia para tomar cafe da manha na esquina e s voltava depois das dez da noite com as refei oes efetuadas na rua Ou seja fizemos do lim o uma limonada Depois que sai do apartamento troquei mensagens com o Lee e relatei tudo que estou descrevendo agora Ele n o me pareceu muito surpreso dizendo que nunca tinha dito ter microondas e nem televis o a cabo Disse tamb m que iria tomar providencias quanto a pessoa que ficou de cuidar do gato e n o cuidou , Em termos de custo beneficio n o foi um bom negocio Eu n o voltaria e n o recomendaria nem mesmo a um inimigo , To see this comment in english please use the Google Translator ",pt
16130,910784,17992950,2014-08-20,10842827,Steffi, Wir hatten einen tollen Aufenthalt in Nate s und Brain s 2BR Es war alles vorhanden was wir ben tigten Nate Brain haben wir leider nicht kennengelernt war sehr freundlich und zuvorkommend Die Wohnung war sehr sauber und ruhig Besonders gefallen haben uns die kleinen Aufmerksamkeiten wie das frische Wasser die kleine Schokolade und der Willkommensgru Wir kommen gerne wieder ,de
16180,910784,39260988,2015-07-22,12231162,Isabel," Die Kommunikation mit Brian Nate war unkompliziert alles hat zuverl ssig geklappt obwohl wir sie nicht pers nlich kennen gelernt haben Das Haus die Umgebung sind sehr sch n ruhig , In der Wohnung hat es alles was man braucht aber f r 4 Personen fanden wir es doch etwas zu eng und auch ein wenig dunkel ",de
16183,910784,41189966,2015-08-05,27690262,Sylvie," Nous avons beaucoup appr ci notre s jour dans l appartement de Brian and Nate Le quartier est tr s calme et proche du centre , Nous avions notre disposition le confort n cessaire et tous les renseignements pour psser un agr able s jour Nous recommandons cette location ",fr
16272,3533224,18141798,2014-08-22,13435248,Patrick, L appartement de Rose Mary se trouve dans un quartier tranquille 1 2 heure pied du centre ville Il est propre agr able et bien tenu La chambre confortable est au sous sol les toilettes au RDC et la salle de bain partag e au 1er Nous recommandons ce pied terre qui plus est si vous avez une voiture car Rose Mary pr te un badge Guest pour stationner en face de la maison Celle ci dispose d un jardin et d une terrasse agr able ,fr
16351,3533224,38482617,2015-07-16,29777485,Susan,  ,zh-cn
16385,3533224,54258990,2015-11-17,32021946,Aiden,  5 ,ko
16388,3533224,55554854,2015-12-01,39668556,Iris,  ,ko
16538,3383329,49431181,2015-10-04,28723383,Yi Jae,"  25 , ,  , ,  ",ko
16784,4701205,27483944,2015-03-05,22442669,Andrea, Brent fue un anfitri n muy agradable y nos ayud en todo lo que pudo La descripci n del sitio es correcta El espacio es peque o pero para ahorrar dinero es un buen lugar El barrio est bien comunicado y se puede llegar a downtown andando en 20 minutos ,es
16808,4701205,34614777,2015-06-09,35216839,Seijiro,  Bar ,ja
16847,6658052,40766207,2015-08-02,6492658,Richard," Appartement bien situ s curitaire et tranquille 15 minutes pied du Seatle Center et du Pike Place Market Et surtout deux pas d une picerie tr s sympa Whole food Market Thank you Mack , ",fr
16880,2186330,27429257,2015-03-04,24746077,Maggie,  ,ko
17126,1928010,42103784,2015-08-11,23247548,Benoit, Tr s belle chambre bien situ Seattle Notre h te Robert a t la fois tr s accueillant et respectueux Beaucoup de bons restaurants a proximit Quartier tr s calme Je le recommande tous ,fr
17169,2474569,40299352,2015-07-29,24073272,Ana Lucia," Na realidade nos encontramos quando estavamos de partida Nesse meio tempo toda a comunica ao foi feita atraves de telefone recados ou mensagens nas quais ele foi bastante solicito , O bairro e agradavel embora muiiito distante do centro mas com onibus perto , O ambiente lvis uma estoria a parte Talvez uma replica de Graceland em menor escala Os fas de Elvis vao delirar Nao o meu caso O quarto tem conforto silencio mas senti falta de um lugar pra pendurar as roupas ja que tudo estava tomado pelo Elvis N o tenho queixas mas nao me hospedaria la de novo O clima Elvis uma opiniao pessoal claro me lembra uma camara mortuaria mas cada um tem o seu gosto e nao vou questionar isso ",pt
17179,7071021,39809674,2015-07-26,37289844,Daniele, L host stata in generale cortese Il mio check in avvenuto abbastanza tardi e pur dopo qualche perplessit e un po di attesa venuto ad aprirmi un ragazzo Quindi non ho incontrato l host al mio arrivo e non ho avuto alcuna descrizione delle peculiarit dell appartamento C stato qualche intoppo iniziale tipo una doccia che funzionava male ma l host sempre intervenuta in modo celere L alloggio in una grande posizione per chi deve raggiungere l universit e la zona intorno tranquilla anche se non da canone italiano nel senso che ci sono vari barboni fra le stradine dietro il palazzo e le strade adiacenti ma purtroppo una cosa molto comune l infatti dalla finestre dell appartamento da cui si ha solo uno scorcio sul retro del palazzo pieno di bidoni dell immondizia ogni tanto si pu vedere qualche povero senza tetto che cerca rifugio la notte Il vero neo dell appartamento il palazzo in cui inserito piuttosto vetusto e non proprio pulito Non amo molto gli odori e forse per questo non mi sono trovato al meglio Quando si arriva non si ha una grande sensazione di sicurezza ma forse solo un impressione In generale un posto ottimo per la posizione molto vicino a fermate del bus e a negozi ma l appartamento un po vecchiotto e la struttura in cui inserita non certo bella o confortevole ,it
17190,6670332,41380132,2015-08-07,36359350,Olivier," Quel ravissement que cette jolie petite maison et ses h tes particuli rement accueillants et attentifs Tout tait pr vu pour notre confort Nous nous sommes tout de suite sentis chez nous et avons particuli rement appr ci de d jeuner et de d ner sur la petite terrasse bien am nag e Le quartier tr s agr able et calme est tr s bien situ et permet un acc s rapide au centre ville Merci pour ces trois jours que nous n oublierons pas , ",fr
17209,6134153,46016930,2015-09-07,22241078,Forrest, excellent condition perfect location ,fr
17244,4438188,46511266,2015-09-11,13623169,Sergey,"  ,  ",ru
17284,7402861,57039050,2015-12-21,13623169,Sergey,  15 ,ru
17352,1618842,21871249,2014-10-26,1555398,Nadia, Endroit extra les h tes sont g nial tout tait parfait Un grand merci ,fr
17396,1618842,42256310,2015-08-12,5599833,Claude,  Accueil tr s agr able logement conforme l annonce Appartement tr s propre et tr s bien quip avec pleins d attention de la part de Julie corbeille de fruit yaourt chocolat Tr s bon lit y compris le lit compl mentaire Acc s facile Seattle et supermarch cot Bref un tr s bon choix au calme ,fr
17410,1618842,49843565,2015-10-06,10096294,Carlos, Awesome,af
17489,4857192,41168559,2015-08-04,39090842,종진,"  ,  30 10 ,  , Mary ,  , Thank you Mary D",ko
17541,132120,32064200,2015-05-13,30600770,Linnéa," Ralph nskade mig trevlig resa till en b rjan sedan h rde han av sig n gon dag innan jag skulle komma f r att f kontaktuppgifter med min son och hans familj som bor i Seattle De skulle n mligen m ta mig vid flyget och kunde ocks f lja resan och informera om ev f rseningar t ex , Min son och sonhustru fick s sm ningom kontakt med Ralph och fick d veta att om Ralph eller hans fru inte var hemma n r jag kom skulle jag nd finna nyckeln till l genheten p ett bra st lle , Allt fungerade bra d rvidlag ,  , Det var fr scht i l genheten Ralph hade t o m st llt in ett extra element om jag skulle tycka att det var kallt eller r tt Det hade jag p slaget n gra kv llar L genheten ligger ju i k llaren s det blir inte samma v rme som i vriga huset ,  , Det jag inte kunde tolka ut i l genhetsbeskrivningen var om jag skulle ha med lakan och handdukar Hos andra uthyrare hade jag l st mig till hur de hade det F r s kerhets skull tog jag med detta men det hade jag inte beh vt ,  , Det var lite lyh rt Hur vanligt det r vet jag inte men min son och hans familj bor i en hyresl genhet i ett flerfamiljshus ven d r r det lyh rt dvs man kan h ra n r n gon g r ver golvet ovanf r Jag h rde aldrig n gra r ster d remot tror jag att det var n gon slags hush llsmaskin jag kunde h ra p mornarna Jag st rdes inte direkt av de ljud jag h rde ,  , L genheten var bra utrustad Enda anm rkningen jag hade var att kaffebryggaren inte fungerade men det talade jag om f r Ralph Jag dricker aldrig kaffe p mornarna s mitt kaffe drack jag hos min son och sonhustru eller ute , S ngen var mycket bra s jag sov gott om n tterna ,  , Den lilla kontakt jag hade med v rdfamiljen och deras hund upplevde jag som mycket positiv precis som alla andra Seattlebor jag tr ffade serviceminded trevliga hj lpsamma ,  , Det r ett lugnt villaomr de Ingen st rande trafik Dock b r man som ovan vid milj n se upp med trottoarerna Plattorna som utg r trottoarerna kan ligga oj mnt p g a att tr dens r tter har skjutit upp dem Jag snubblade p en s dan platta och f ll till marken V nster kn fick skrubbs r och h gerhandens l ngfinger och ringfinger skadades s att de m ste jag pl stra om ett antal dagar Jag hade tur som inte br t mig Det som blir kvar n r l kningsprocessen r ver blir troligen ett rr p l ngfingret Det h r h nde inte p gatan utanf r Ralphs hus utan p en annan n rliggande gata Det r ju s det ser ut p trottoarerna var man n g r ,  ,  ,  ",sv
17683,1323446,50426999,2015-10-12,31186496,Da,  playground ,zh-cn
17717,1976382,42566603,2015-08-14,38636969,Gian, Die Wohnung war sch n und sauber Checkin war sehr einfach und angenehm ,de
17736,3025456,19210108,2014-09-08,17698962,Annika," Sehr zu empfehlen D , Heidi und ihr Freund waren super sehr freundlich und hilfsbereit Das Zimmer war toll noch besser als erwartet Neben einem Kleiderschrank gab es ein eigenes sehr sauberes Bad Au erdem gab es eine eigene Kaffeemaschine , Die Nachbarschaft ist wirklich sch n mit netten kleinen H uschen , Wir haben 2 N chte bei Heidi verbracht und w rden jedes Mal wieder buchen , ",de
17741,3025456,20400190,2014-09-28,20961910,Matthieu," Tr s bon accueil de Heidi dans sa charmante maison Nous avons pass une excellente nuit Heidi nous avait gentiment conseill un super restaurant dans Seattle La chambre avec la salle de bain privative est parfaite , Je conseille vivement son logement le quartier et en plus tr s joli ,  , Merci Heidi ",fr
17759,3025456,32993799,2015-05-24,30624640,Prescilla, Heidi a t tr s accueillante et nous a tout de suite mis l aise Elle nous a conseill un tr s bon restaurant pour notre dernier soir Seattle La chambre tait tr s propre et toutes les commodit s taient disponibles dans la salle de bain La chambre est au rez de chauss e et les h tes vivent l tage Ils sont tr s silencieux nous ne les avons pas entendus ,fr
17819,2516391,20601180,2014-10-02,13758649,聖芬,  Airbnb Tony ,zh-tw
17847,7441508,47939893,2015-09-21,37080707,André, Tres belle maison avec une tr s belle chambre spacieuse ,fr
17882,3518808,20829413,2014-10-06,20053327,Giacomo, La casa molto accogliente e i padroni di casa sono gentili e molto disponibili La posizione ottima il quartiere tranquillo insomma tutto perfetto ,it
18018,67270,14170042,2014-06-13,13865619,Clémence & Vincent, Nous avons pass un excellent moment chez Jean La chambre est tr s confortable et parfaitement ind pendante Petit plus le lac Washington une centaine de m tres est splendide ,fr
18279,5242148,57349080,2015-12-24,20242667,Rui,  ,zh-cn
18347,26116,676184,2011-10-30,1285702,Erwin," F r den Aufenthalt in einer fremdem Stadt hatte ich bis dato immer nur uniforme Hotels genutzt die sich ja mehr oder weniger auf der ganzen Welt gleichen , Diesesmal wollte ich bewu t etwas anderes und etwas mehr Unabh ngigkeit genie en und bin ber airbnb auf das Appartement von Jamilah gesto en Ein gesamtes Stockwerk im Souterain eines liebevoll renovierten f r die Gegend typischen Holzhauses vollst ndig neu und stilvoll eingerichtet mit allem was man braucht sauber gro z gig und angenehm Ein separater Eingang jede Menge Platz mit Wohnzimmer K che mit Gasherd an dem auch ein Profikoch seine Freude h tte riesigen K hlschrank Waschmaschine mit der auch ich zurechtgekommen bin und Sp lmaschine Dazu noch eine kleines Badeszimmer mit einer praktischen Dusche ein Schlafzimmer sowie ein weiterer Raum mit Schlafm glichkeit Wenn man will k nnte man es auch als vierk pfige Familie aushalten , F r mich war wichtig dass das Haus in einer ruhigen Gegend liegt wo man ber Nacht auch das Fester gekippt lassen kann Dazu kommt das komfortable Bett mit einer festen Matratze und die ideale Einkaufsm glichkeiten f r die Selbstversorgung in unmittelbarer Umgebung 5 Minuten zu Fu An meinen freien Tagen ich war anl lich einer Gesch ftsreise in Seattle konnte ich morgens trotz der sp ten Zeit im Jahr Ende Oktober die Sonne im Wohnzimmer genie en Der Standort Capitol Hill liegt erwas ber der Downtown die man mit dem Bus oder zu Fu einfach erreichen kann ,  u erst sympatisch empfand ich w hrend meines Aufenthalts die Gastgeber die sich unkomplizierter Weise darum k mmerten wenn es Fragen gab Der freundlicherweise zur Verf gung gestellte WiFi Zugang hat mir dann erm glicht das eine oder andere Gesch ftliche gleich vom Appartement aus zu erledigen und nach Hause zu skypen , Alles in allem war ich sehr angetan und habe dadurch meine Zeit in Seattle genie en k nnen ",de
18356,26116,1539640,2012-06-23,1774340,Jean-Pierre," Am nagement tout r cent Propre Endroit vraiment tranquille , Cuisine bien quip e , Transports publics et magasins proximit imm diate , Le seul inconv nient est constitu par la relative faible hauteur des chambres ",fr
18791,3404700,27767074,2015-03-11,14527288,Laurent, L appartement est propre tr s bien localis pour visiter seattle et le stationnement est facile l appartement est bien pour 2 personnes pas de coin salon nous ne pouvons rien dire sur nos h tes car nous n avons pas eu l occasion de faire leur connaissance Ils nois ont contact Uniquement par message alors que nous tions qu a quelques metres,fr
18976,218741,16549362,2014-07-29,15479002,Pier," Aardige verhuurster en prima abonnement in Ballard , Het was soms iets gehorig maar we hebben prima geslapen , Het kunnen ontbijten in de tuin in de zon was heerlijk ",nl
19108,2039149,47392583,2015-09-18,39757244,Carolina, Casa muy bonita y acogedora de excelente tama o el host estuvo muy pendiente y contesto nuestras dudas y aclaraciones ,es
19192,611509,31878784,2015-05-11,27182148,Sheng,  downtown ,zh-cn
19209,611509,47179024,2015-09-16,41640156,William," In vergelijking met een hotel is dit wennen minder luxe minder privacy Je bent een tijdelijke medebewoner van iemand s priv woning Joanna s huis is bijna helemaal van hout zoals zoveel Amerikaanse huizen en die zijn bepaald niet geluidsarm Maar na 3 nachten hoor je het piepen kraken en andere geluiden veroorzaakt door jezelf en de medebewoners eigenlijk niet meer , Joanna is gastvrij maar houdt voldoende afstand tot de gast wat ik op prijs stel Ik ben er alleen voor een goed bed en een goede douche en die zijn er , Verder is er een goede wifi , Van de tv heb ik geen gebruik gemaakt , Ook de keukenvoorzieningen heb ik niet gebruikt er is een QFC op 10 minuten lopen afstand Daar eet je voor weinig , De hygi ne is ok , Parkeergelegenheid is er alleen aan de straat , Het huis is gelegen aan een overdag drukke weg ",nl
19237,493591,5686538,2013-07-11,6890943,Elin," Que casa bonita , Y que senora agradable ,  ,  ",es
